NACA 3409
     1.000000    0.000945
     0.994283    0.002114
     0.983592    0.004273
     0.970778    0.006817
     0.956794    0.009539
     0.942342    0.012293
     0.927728    0.015018
     0.913054    0.017694
     0.898354    0.020315
     0.883637    0.022879
     0.868908    0.025387
     0.854168    0.027837
     0.839417    0.030230
     0.824657    0.032567
     0.809887    0.034847
     0.795108    0.037069
     0.780322    0.039235
     0.765527    0.041344
     0.750726    0.043395
     0.735918    0.045388
     0.721103    0.047324
     0.706284    0.049201
     0.691459    0.051020
     0.676629    0.052779
     0.661795    0.054478
     0.646959    0.056116
     0.632119    0.057693
     0.617277    0.059208
     0.602433    0.060660
     0.587588    0.062048
     0.572742    0.063371
     0.557897    0.064627
     0.543053    0.065816
     0.528210    0.066937
     0.513369    0.067987
     0.498532    0.068965
     0.483698    0.069871
     0.468870    0.070701
     0.454047    0.071455
     0.439234    0.072130
     0.424434    0.072724
     0.409663    0.073234
     0.394968    0.073655
     0.380371    0.073953
     0.365813    0.074119
     0.351278    0.074150
     0.336762    0.074043
     0.322267    0.073797
     0.307793    0.073408
     0.293345    0.072873
     0.278924    0.072188
     0.264536    0.071350
     0.250184    0.070354
     0.235873    0.069198
     0.221608    0.067875
     0.207396    0.066381
     0.193245    0.064711
     0.179164    0.062859
     0.165164    0.060819
     0.151258    0.058583
     0.137464    0.056144
     0.123806    0.053494
     0.110315    0.050625
     0.097036    0.047530
     0.084039    0.044204
     0.071434    0.040655
     0.059407    0.036913
     0.048243    0.033056
     0.038310    0.029224
     0.029909    0.025590
     0.023105    0.022281
     0.017720    0.019330
     0.013472    0.016702
     0.010098    0.014333
     0.007396    0.012162
     0.005224    0.010134
     0.003487    0.008210
     0.002126    0.006357
     0.001110    0.004555
     0.000426    0.002798
     0.000066    0.001094
     0.000016   -0.000533
     0.000283   -0.002188
     0.000915   -0.003853
     0.001932   -0.005473
     0.003328   -0.007020
     0.005102   -0.008489
     0.007274   -0.009893
     0.009900   -0.011250
     0.013076   -0.012580
     0.016950   -0.013900
     0.021739   -0.015221
     0.027742   -0.016544
     0.035278   -0.017844
     0.044569   -0.019063
     0.055560   -0.020120
     0.067894   -0.020953
     0.081132   -0.021545
     0.094939   -0.021912
     0.109108   -0.022087
     0.123520   -0.022102
     0.138107   -0.021983
     0.152825   -0.021757
     0.167646   -0.021441
     0.182551   -0.021054
     0.197524   -0.020610
     0.212556   -0.020120
     0.227637   -0.019596
     0.242762   -0.019047
     0.257923   -0.018481
     0.273112   -0.017906
     0.288310   -0.017329
     0.303496   -0.016757
     0.318662   -0.016195
     0.333806   -0.015648
     0.348932   -0.015120
     0.364042   -0.014615
     0.379141   -0.014136
     0.394240   -0.013686
     0.409379   -0.013258
     0.424545   -0.012820
     0.439727   -0.012372
     0.454923   -0.011915
     0.470129   -0.011453
     0.485344   -0.010988
     0.500564   -0.010521
     0.515782   -0.010055
     0.530994   -0.009592
     0.546200   -0.009132
     0.561399   -0.008678
     0.576591   -0.008231
     0.591778   -0.007793
     0.606961   -0.007363
     0.622138   -0.006943
     0.637312   -0.006535
     0.652482   -0.006138
     0.667648   -0.005754
     0.682813   -0.005383
     0.697975   -0.005026
     0.713135   -0.004683
     0.728294   -0.004355
     0.743451   -0.004041
     0.758608   -0.003743
     0.773765   -0.003460
     0.788921   -0.003193
     0.804078   -0.002940
     0.819236   -0.002703
     0.834395   -0.002482
     0.849555   -0.002275
     0.864716   -0.002083
     0.879879   -0.001905
     0.895044   -0.001742
     0.910207   -0.001592
     0.925359   -0.001454
     0.940468   -0.001330
     0.955424   -0.001218
     0.969906   -0.001120
     0.983155   -0.001039
     0.994152   -0.000976
     1.000000   -0.000945
